date,item_code
2002-01-21,18282
2002-01-21,10965
2002-01-21,13370
2002-01-21,9804
2002-01-21,7707
2002-01-21,7379
2002-01-21,6181
2002-01-21,6484
2002-01-21,1802
2002-01-21,1337
2002-01-21,4435
2002-01-21,10746
2002-01-21,1002
2002-01-21,1838
2002-01-21,14084
2002-01-21,7214
2002-01-21,2121
2002-01-21,8534
2002-01-21,19761
2002-01-21,3047
2002-01-21,1141
2002-01-21,20384
2002-01-21,10148
2002-01-21,614
2002-01-21,2662
2002-01-21,11953
2002-01-21,664
2002-01-21,10902
2002-01-21,9294
2002-01-21,17479
2002-01-21,7592
2002-01-21,6249
2002-01-21,1267
2002-01-21,8295
2002-01-21,5315
2002-01-21,649
2002-01-21,14992
2002-01-21,28608
2002-01-21,3310
2002-01-21,5951
2002-01-21,2392
2002-01-21,14012
2002-01-21,5844
2002-01-21,3337
2002-01-21,12176
2002-01-21,5022
2002-01-21,12003
2002-01-21,4806
2002-01-21,3600
2002-01-21,5806
2002-01-21,18494
2002-01-21,13179
2002-01-21,3234
2002-01-21,10888
2002-01-21,1240
2002-01-21,2376
2002-01-21,12614
2002-01-21,475
2002-01-21,1518
2002-01-21,2408
2002-01-21,27
2002-01-21,4027
2002-01-21,18811
2002-01-21,11976
2002-01-21,3382
2002-01-21,9817
2002-01-21,2632
2002-01-21,2005
2002-01-21,21545
2002-01-21,3772
2002-01-21,4732
2002-01-21,1882
2002-01-21,7948
2002-01-21,17681
2002-01-21,5574
2002-01-21,6801
2002-01-21,2598
2002-01-21,3313
2002-01-21,4630
2002-01-21,18787
2002-01-21,28841
2002-01-21,17803
2002-01-21,4697
2002-01-21,29240
2002-01-21,27032
2002-01-21,5684
2002-01-21,2853
2002-01-21,18956
2002-01-21,10877
2002-01-21,1065
2002-01-21,1343
2002-01-21,1592
2002-01-21,1422
2002-01-21,16560
2002-01-21,1819
2002-01-21,804
2002-01-21,8524
2002-01-21,4458
2002-01-21,3337
2002-01-21,12081
2002-01-21,17765
2002-01-21,19650
2002-01-21,9765
2002-01-21,18299
2002-01-21,416
2002-01-21,8358
2002-01-21,7651
2002-01-21,5953
2002-01-21,6753
2002-01-21,2856
2002-01-21,3412
2002-01-21,1617
2002-01-21,10631
2002-01-21,9605
2002-01-21,3287
2002-01-21,1259
2002-01-21,98
2002-01-21,18299
2002-01-21,1627
2002-01-21,5554
2002-01-21,10706
2002-01-21,4501
2002-01-21,2324
2002-01-21,1994
2002-01-21,985
2002-01-21,2406
2002-01-21,8539
2002-01-21,27289
2002-01-21,11411
2002-01-21,563
2002-01-21,7449
2002-01-21,6055
2002-01-21,6684
2002-01-21,366
2002-01-21,12344
2002-01-21,2410
2002-01-21,5323
2002-01-21,630
2002-01-21,2837
2002-01-21,4921
2002-01-21,37
2002-01-21,2206
2002-01-21,4646
2002-01-21,17481
2002-01-21,1365
2002-01-21,17660
2002-01-21,5544
2002-01-21,4583
2002-01-21,7865
2002-01-21,3833
2002-01-21,6495
2002-01-21,10137
2002-01-21,20477
2002-01-21,14992
2002-01-21,28606
2002-01-21,1116
2002-01-21,2830
2002-01-21,21745
2002-01-21,774
2002-01-21,1031
2002-01-21,6446
2002-01-21,6511
2002-01-21,12969
2002-01-21,17531
2002-01-21,17946
2002-01-21,4654
2002-01-21,13203
2002-01-21,4382
2002-01-21,9621
2002-01-21,9765
2002-01-21,10767
2002-01-21,4455
2002-01-21,5600
2002-01-21,4745
2002-01-21,14846
2002-01-21,18097
2002-01-21,2063
2002-01-21,224
2002-01-21,1829
2002-01-21,1259
2002-01-21,3955
2002-01-21,1129
2002-01-21,1484
2002-01-21,6542
2002-01-21,1002
2002-01-21,5775
2002-01-21,14970
2002-01-21,460
2002-01-21,7963
2002-01-21,1396
2002-01-21,7882
2002-01-21,27406
2002-01-21,7231
2002-01-21,5326
2002-01-21,1293
2002-01-21,21190
2002-01-21,11303
2002-01-21,10318
2002-01-21,2223
2002-01-21,6039
2002-01-21,17654
2002-01-21,0
2002-01-21,9356
2002-01-21,26
2002-01-21,3238
2002-01-21,11463
2002-01-21,10272
2002-01-21,29264
2002-01-21,3025
2002-01-21,847
2002-01-21,5223
2002-01-21,3041
2002-01-21,20759
2002-01-21,1880
2002-01-21,1622
2002-01-21,9328
2002-01-21,18769
2002-01-21,2463
2002-01-21,29171
2002-01-21,7859
2002-01-21,1204
2002-01-21,4389
2002-01-21,5551
2002-01-21,473
2002-01-21,18727
2002-01-21,9159
2002-01-21,815
2002-01-21,5067
2002-01-21,19279
2002-01-21,7539
2002-01-21,3137
2002-01-21,2816
2002-01-21,3402
2002-01-21,11061
2002-01-21,1242
2002-01-21,5170
2002-01-21,3381
2002-01-21,3781
2002-01-21,6577
2002-01-21,7581
2002-01-21,5350
2002-01-21,18869
2002-01-21,1790
2002-01-21,4184
2002-01-21,18545
2002-01-21,1532
2002-01-21,5357
2002-01-21,11384
2002-01-21,14078
2002-01-21,6209
2002-01-21,5804
2002-01-21,19683
2002-01-21,17085
2002-01-21,13133
2002-01-21,8066
2002-01-21,1795
2002-01-21,1819
2002-01-21,18355
2002-01-21,18432
2002-01-21,4917
2002-01-21,7495
2002-01-21,4904
2002-01-21,1200
2002-01-21,8252
2002-01-21,10140
2002-01-21,29308
2002-01-21,19833
2002-01-21,7539
2002-01-21,17350
2002-01-21,14793
2002-01-21,8074
2002-01-21,4505
2002-01-21,3657
2002-01-21,1114
2002-01-21,4296
2002-01-21,3400
2002-01-21,5743
2002-01-21,4789
2002-01-21,10678
2002-01-21,7466
2002-01-21,13420
2002-01-21,4801
2002-01-21,7154
2002-01-21,7735
2002-01-21,14742
2002-01-21,5153
2002-01-21,1526
2002-01-21,4443
2002-01-21,29169
2002-01-21,17332
2002-01-21,154
2002-01-21,7582
2002-01-21,4501
2002-01-21,4591
2002-01-21,1993
2002-01-21,3395
2002-01-21,2325
2002-01-21,28592
2002-01-21,1308
2002-01-21,6703
2002-01-21,4912
2002-01-21,563
2002-01-21,4443
2002-01-21,555
2002-01-21,3821
2002-01-21,6067
2002-01-21,7539
2002-01-21,5350
2002-01-21,20551
2002-01-21,28836
2002-01-21,18201
2002-01-21,7172
2002-01-21,1394
2002-01-21,5202
2002-01-21,1706
2002-01-21,20114
2002-01-21,3606
2002-01-21,11099
2002-01-21,1829
2002-01-21,27039
2002-01-21,5360
2002-01-21,27034
2002-01-21,1102
2002-01-21,447
2002-01-21,4229
2002-01-21,1808
2002-01-21,1129
2002-01-21,2529
2002-01-21,3233
2002-01-21,13970
2002-01-21,7279
2002-01-21,7991
2002-01-21,13977
2002-01-21,20302
2002-01-21,3468
2002-01-21,13227
2002-01-21,4114
2002-01-21,2083
2002-01-21,11750
2002-01-21,4412
2002-01-21,664
2002-01-21,11142
2002-01-21,18934
2002-01-21,5530
2002-01-21,691
2002-01-21,11723
2002-01-21,13975
2002-01-21,5743
2002-01-21,2544
2002-01-21,9505
2002-01-21,11214
2002-01-21,9605
2002-01-21,4114
2002-01-21,10882
2002-01-21,1339
2002-01-21,2971
2002-01-21,7031
2002-01-21,27416
2002-01-21,4992
2002-01-21,3457
2002-01-21,27102
2002-01-21,7773
2002-01-21,29171
2002-01-21,5530
2002-01-21,2228
2002-01-21,5827
2002-01-21,8192
2002-01-21,3381
2002-01-21,1270
2002-01-21,14793
2002-01-21,4127
2002-01-21,4051
2002-01-21,1219
2002-01-21,18980
2002-01-21,5228
2002-01-21,2662
2002-01-21,8403
2002-01-21,1124
2002-01-21,8252
2002-01-21,2498
2002-01-21,6469
2002-01-21,5137
2002-01-21,5477
2002-01-21,13099
2002-01-21,2632
2002-01-21,27415
2002-01-21,3555
2002-01-21,17309
2002-01-21,2971
2002-01-21,3246
2002-01-21,13207
2002-01-21,3465
2002-01-21,11596
2002-01-21,5456
2002-01-21,21965
2002-01-21,20814
2002-01-21,13335
2002-01-21,2221
2002-01-21,529
2002-01-21,13294
2002-01-21,7988
2002-01-21,4389
2002-01-21,6159
2002-01-21,7764
2002-01-21,3388
2002-01-21,5779
2002-01-21,7319
2002-01-21,2099
2002-01-21,3292
2002-01-21,7073
2002-01-21,14879
2002-01-21,4917
2002-01-21,6225
2002-01-21,8136
2002-01-21,1242
2002-01-21,8686
2002-01-21,9926
2002-01-21,6181
2002-01-21,2825
2002-01-21,20068
2002-01-21,14747
2002-01-21,5786
2002-01-21,17723
2002-01-21,1065
2002-01-21,5255
2002-01-21,2637
2002-01-21,12626
2002-01-21,8675
2002-01-21,17476
2002-01-21,10085
2002-01-21,5505
2002-01-21,1711
2002-01-21,21745
2002-01-21,6574
2002-01-21,9471
2002-01-21,3031
2002-01-21,1442
2002-01-21,1973
2002-01-21,5979
2002-01-21,2171
2002-01-21,20286
2002-01-21,5500
2002-01-21,12941
2002-01-21,1317
2002-01-21,8182
2002-01-21,1483
2002-01-21,18383
2002-01-21,6079
2002-01-21,13319
2002-01-21,656
2002-01-21,3456
2002-01-21,1872
2002-01-21,685
2002-01-21,3505
2002-01-21,7860
2002-01-21,1090
2002-01-21,2021
2002-01-21,2702
2002-01-21,5205
2002-01-21,3892
2002-01-21,4415
2002-01-21,4587
2002-01-21,11941
2002-01-21,3412
2002-01-21,525
2002-01-21,14746
2002-01-21,19343
2002-01-21,11
2002-01-21,3290
2002-01-21,10107
2002-01-21,17972
2002-01-21,22242
2002-01-21,1351
2002-01-21,18225
2002-01-21,11383
2002-01-21,1978
2002-01-21,19072
2002-01-21,2124
2002-01-21,1993
2002-01-21,1360
2002-01-21,9846
2002-01-21,3892
2002-01-21,2618
2002-01-21,9532
2002-01-21,3592
2002-01-21,9290
2002-01-21,4868
2002-01-21,28607
2002-01-21,19861
2002-01-21,4542
2002-01-21,4423
2002-01-21,18989
2002-01-21,2022
2002-01-21,19660
2002-01-21,8326
2002-01-21,4921
2002-01-21,5042
2002-01-21,3753
2002-01-21,958
2002-01-21,475
2002-01-21,12162
2002-01-21,1348
2002-01-21,5216
2002-01-21,8781
2002-01-21,7388
2002-01-21,1163
2002-01-21,3350
2002-01-21,7088
2002-01-21,28587
2002-01-21,608
2002-01-21,18630
2002-01-21,2018
2002-01-21,2853
2002-01-21,3801
2002-01-21,2560
2002-01-21,4142
2002-01-21,11525
2002-01-21,6801
2002-01-21,10877
2002-01-21,10781
2002-01-21,10151
2002-01-21,18100
2002-01-21,17649
2002-01-21,564
2002-01-21,2108
2002-01-21,1604
2002-01-21,10911
2002-01-21,10238
2002-01-21,1268
2002-01-21,16031
2002-01-21,5395
2002-01-21,6346
2002-01-21,3630
2002-01-21,13977
2002-01-21,3234
2002-01-21,7493
2002-01-21,10764
2002-01-21,1388
2002-01-21,12043
2002-01-21,4811
2002-01-21,10318
2002-01-21,4341
2002-01-21,4354
2002-01-21,8881
2002-01-21,26970
2002-01-21,1783
2002-01-21,18817
2002-01-21,6703
2002-01-21,518
2002-01-21,11221
2002-01-21,20441
2002-01-21,27396
2002-01-21,10948
2002-01-21,7440
2002-01-21,4163
2002-01-21,18356
2002-01-21,1789
2002-01-21,3034
2002-01-21,11820
2002-01-21,3950
2002-01-21,9561
2002-01-21,2337
2002-01-21,9982
2002-01-21,2161
2002-01-21,12878
2002-01-21,1355
2002-01-21,2383
2002-01-21,7314
2002-01-21,11596
2002-01-21,1042
2002-01-21,7833
2002-01-21,3801
2002-01-21,19373
2002-01-21,13634
2002-01-21,14096
2002-01-21,29307
2002-01-21,19750
2002-01-21,2006
2002-01-21,12070
2002-01-21,12092
2002-01-21,4285
2002-01-21,1829
2002-01-21,3381
2002-01-21,5226
2002-01-21,28594
2002-01-21,1505
2002-01-21,4294
2002-01-21,17359
2002-01-21,1255
2002-01-21,1278
2002-01-21,614
2002-01-21,7214
2002-01-21,2987
2002-01-21,5340
2002-01-21,4692
2002-01-21,11016
2002-01-21,1858
2002-01-21,7252
2002-01-21,1702
2002-01-21,8995
2002-01-21,6131
2002-01-21,12481
2002-01-21,20337
2002-01-21,2389
2002-01-21,6078
2002-01-21,2038
2002-01-21,28897
2002-01-21,4925
2002-01-21,17404
2002-01-21,2632
2002-01-21,29255
2002-01-21,29334
2002-01-21,2044
2002-01-21,4268
2002-01-21,971
2002-01-21,3328
2002-01-21,14012
2002-01-21,3242
2002-01-21,4459
2002-01-21,3613
2002-01-21,4287
2002-01-21,4872
2002-01-21,5350
2002-01-21,20043
2002-01-21,5465
2002-01-21,1350
2002-01-21,14553
2002-01-21,154
2002-01-21,13335
2002-01-21,5604
2002-01-21,17581
2002-01-21,880
2002-01-21,19279
2002-01-21,29336
2002-01-21,8457
2002-01-21,29309
2002-01-21,5827
2002-01-21,3561
2002-01-21,18702
2002-01-21,14103
2002-01-21,3723
2002-01-21,3230
2002-01-21,20150
2002-01-21,29332
2002-01-21,3391
2002-01-21,20286
2002-01-21,1829
2002-01-21,1355
2002-01-21,6055
2002-01-21,18971
2002-01-21,619
2002-01-21,20918
2002-01-21,2117
2002-01-21,6444
2002-01-21,4867
2002-01-21,1250
2002-01-21,9290
2002-01-21,5203
2002-01-21,29299
2002-01-21,8468
2002-01-21,18369
2002-01-21,10755
2002-01-21,15001
2002-01-21,11789
2002-01-21,11863
2002-01-21,3162
2002-01-21,19311
2002-01-21,1778
2002-01-21,467
2002-01-21,12816
2002-01-21,1491
2002-01-21,4986
2002-01-21,2044
2002-01-21,2018
2002-01-21,2983
2002-01-21,755
2002-01-21,630
2002-01-21,805
2002-01-21,6518
2002-01-21,963
2002-01-21,4838
2002-01-21,19606
2002-01-21,6300
2002-01-21,8269
2002-01-21,9498
2002-01-21,9208
2002-01-21,564
2002-01-21,3183
2002-01-21,3592
2002-01-21,1143
2002-01-21,1287
2002-01-21,4371
2002-01-21,13240
2002-01-21,5513
2002-01-21,4356
2002-01-21,9478
2002-01-21,6401
2002-01-21,3275
2002-01-21,2455
2002-01-21,1658
2002-01-21,386
2002-01-21,10728
2002-01-21,10806
2002-01-21,4174
2002-01-21,5887
2002-01-21,13798
2002-01-21,2116
2002-01-21,19511
2002-01-21,18119
2002-01-21,18275
2002-01-21,975
2002-01-21,8021
2002-01-21,18578
2002-01-21,9765
2002-01-21,6275
2002-01-21,3705
2002-01-21,10277
2002-01-21,5223
2002-01-21,17396
2002-01-21,1462
2002-01-21,5371
2002-01-21,4238
2002-01-21,11765
2002-01-21,657
2002-01-21,1558
2002-01-21,7381
2002-01-21,17532
2002-01-21,5388
2002-01-21,4630
2002-01-21,566
2002-01-21,5595
2002-01-21,28590
2002-01-21,1386
2002-01-21,29164
2002-01-21,5505
2002-01-21,27032
2002-01-21,5255
2002-01-21,13959
2002-01-21,8055
2002-01-21,12302
2002-01-21,3569
2002-01-21,3108
2002-01-21,11315
2002-01-21,3892
2002-01-21,9547
2002-01-21,3329
2002-01-21,29257
2002-01-21,7860
2002-01-21,7943
2002-01-21,10954
2002-01-21,16062
2002-01-21,28898
2002-01-21,3606
2002-01-21,812
2002-01-21,12948
2002-01-21,1406
2002-01-21,7311
2002-01-21,6249
2002-01-21,13644
2002-01-21,14751
2002-01-21,2637
2002-01-21,6703
2002-01-21,17281
2002-01-21,9027
2002-01-21,11603
2002-01-21,6075
2002-01-21,1365
2002-01-21,10899
2002-01-21,4417
2002-01-21,7802
2002-01-21,18048
2002-01-21,3630
2002-01-21,3124
2002-01-21,4656
2002-01-21,9568
2002-01-21,13130
2002-01-21,1114
2002-01-21,18938
2002-01-21,18282
2002-01-21,2569
2002-01-21,11982
2002-01-21,905
2002-01-21,2847
2002-01-21,8116
2002-01-21,6879
2002-01-21,4628
2002-01-21,4000
2002-01-21,6036
2002-01-21,5470
2002-01-21,123
2002-01-21,9614
2002-01-21,7585
2002-01-21,29279
2002-01-21,27390
2002-01-21,2446
2002-01-21,6443
2002-01-21,27388
2002-01-21,18768
2002-01-21,3350
2002-01-21,1181
2002-01-21,1840
2002-01-21,14939
2002-01-21,11544
2002-01-21,3277
2002-01-21,8335
2002-01-21,5249
2002-01-21,20870
2002-01-21,18170
2002-01-21,11908
2002-01-21,13130
2002-01-21,7388
2002-01-21,7616
2002-01-21,4268
2002-01-21,4134
2002-01-21,5743
2002-01-21,20068
2002-01-21,723
2002-01-21,3216
2002-01-21,5910
2002-01-21,3508
2002-01-21,1261
2002-01-21,18158
2002-01-21,11934
2002-01-21,1880
2002-01-21,580
2002-01-21,4263
2002-01-21,27402
2002-01-21,17510
2002-01-21,1886
2002-01-21,4274
2002-01-21,27389
2002-01-21,1947
2002-01-21,20247
2002-01-21,7437
2002-01-21,8577
2002-01-21,10085
2002-01-21,5226
2002-01-21,1114
2002-01-21,1360
2002-01-21,4499
2002-01-21,27391
2002-01-21,9529
2002-01-21,12722
2002-01-21,2853
2002-01-21,4459
2002-01-21,2128
2002-01-21,1402
2002-01-21,11930
2002-01-21,1270
2002-01-21,11791
2002-01-21,881
2002-01-21,9349
2002-01-21,6477
2002-01-21,7335
2002-01-21,18202
2002-01-21,13356
2002-01-21,2632
2002-01-21,1016
2002-01-21,8568
2002-01-21,14554
2002-01-21,1287
2002-01-21,11906
2002-01-21,3114
2002-01-21,5688
2002-01-21,1688
2002-01-21,8010
2002-01-21,4478
2002-01-21,2195
2002-01-21,2875
2002-01-21,9843
2002-01-21,3733
2002-01-21,5205
2002-01-21,955
2002-01-21,2678
2002-01-21,9298
2002-01-21,6429
2002-01-21,7744
2002-01-21,6684
2002-01-21,494
2002-01-21,7414
2002-01-21,5012
2002-01-21,9569
2002-01-21,29341
2002-01-21,10835
2002-01-21,908
2002-01-21,14638
2002-01-21,2069
2002-01-21,1064
2002-01-21,8210
2002-01-21,19210
2002-01-21,7880
2002-01-21,18676
2002-01-21,12626
2002-01-21,17375
2002-01-21,29300
2002-01-21,37
2002-01-21,4817
2002-01-21,4698
2002-01-21,5340
2002-01-21,685
2002-01-21,3329
2002-01-21,4867
2002-01-21,1731
2002-01-21,566
2002-01-21,29267
2002-01-21,1152
2002-01-21,1200
2002-01-21,746
2002-01-21,8153
2002-01-21,21728
2002-01-21,805
2002-01-21,2182
2002-01-21,11994
2002-01-21,2847
2002-01-21,2360
2002-01-21,27407
2002-01-21,5028
2002-01-21,18195
2002-01-21,1524
2002-01-21,12267
2002-01-21,3435
2002-01-21,12081
2002-01-21,27391
2002-01-21,3987
2002-01-21,12267
2002-01-21,7401
2002-01-21,2569
2002-01-21,1071
2002-01-21,27495
2002-01-21,6518
2002-01-21,20286
2002-01-21,9290
2002-01-21,18077
2002-01-21,3824
2002-01-21,13505
2002-01-21,10919
2002-01-21,12743
2002-01-21,2598
2002-01-21,17740
2002-01-21,21163
2002-01-21,11411
2002-01-21,18513
2002-01-21,29257
2002-01-21,10011
2002-01-21,27429
2002-01-21,5304
2002-01-21,5636
2002-01-21,12974
2002-01-21,8943
2002-01-21,577
2002-01-21,17803
2002-01-21,11863
2002-01-21,17303
2002-01-21,5248
2002-01-21,5636
2002-01-21,7033
2002-01-21,16004
2002-01-21,2129
2002-01-21,11378
2002-01-21,27032
2002-01-21,10678
2002-01-21,10323
2002-01-21,12003
2002-01-21,10896
2002-01-21,18437
2002-01-21,8474
2002-01-21,27406
2002-01-21,12528
2002-01-21,4941
2002-01-21,974
2002-01-21,9548
2002-01-21,3910
2002-01-21,8315
2002-01-21,5504
2002-01-21,1960
2002-01-21,537
2002-01-21,2508
2002-01-21,10937
2002-01-21,7048
2002-01-21,2957
2002-01-21,1688
2002-01-21,7437
2002-01-21,26995
2002-01-21,2419
2002-01-21,2382
2002-01-21,4417
2002-01-21,1620
2002-01-21,5210
2002-01-21,1234
2002-01-21,1525
2002-01-21,2246
2002-01-21,276
2002-01-21,17385
2002-01-21,2948
2002-01-21,15991
2002-01-21,2725
2002-01-21,20047
2002-01-21,3805
2002-01-21,17598
2002-01-21,2958
2002-01-21,458
2002-01-21,6573
2002-01-21,7184
2002-01-21,7602
2002-01-21,3264
2002-01-21,2393
2002-01-21,628
2002-01-21,5443
2002-01-21,22459
2002-01-21,7136
2002-01-21,7887
2002-01-21,4309
2002-01-21,29322
2002-01-21,29129
2002-01-21,10984
2002-01-21,8182
2002-01-21,1556
2002-01-21,18692
2002-01-21,6375
2002-01-21,29323
2002-01-21,2340
2002-01-21,1156
2002-01-21,7996
2002-01-21,2301
2002-01-21,21308
2002-01-21,29337
2002-01-21,14556
2002-01-21,3751
2002-01-21,7326
2002-01-21,11723
2002-01-21,29310
2002-01-21,6727
2002-01-21,18082
2002-01-21,10877
2002-01-21,8210
2002-01-21,8143
2002-01-21,1778
2002-01-21,17517
2002-01-21,1055
2002-01-21,5035
2002-01-21,804
2002-01-21,908
2002-01-21,1851
2002-01-21,1502
2002-01-21,3699
2002-01-21,1382
2002-01-21,655
2002-01-21,7367
2002-01-21,10965
2002-01-21,5982
2002-01-21,7734
2002-01-21,1114
2002-01-21,24622
2002-01-21,14082
2002-01-21,5124
2002-01-21,4311
2002-01-21,4412
2002-01-21,6688
2002-01-21,8355
2002-01-21,1151
2002-01-21,13294
2002-01-21,5297
2002-01-21,3748
2002-01-21,11174
2002-01-21,5103
2002-01-21,21475
2002-01-21,19548
2002-01-21,3730
2002-01-21,2706
2002-01-21,727
2002-01-21,1630
2002-01-21,3621
2002-01-21,8585
2002-01-21,8252
2002-01-21,1363
2002-01-21,2913
2002-01-21,1129
2002-01-21,18430
